Crash ID,SA4 Name 2021,National LGA Name 2024,National Remoteness Areas,National Road Type
20167019,Northern Territory - Outback,Alice Springs,Remote Australia,National or State Highway
20165013,Bunbury,Collie,Inner Regional Australia,Local Road
20161254,Illawarra,Shellharbour,Major Cities of Australia,National or State Highway
20161032,Central Coast,Central Coast (NSW),Inner Regional Australia,Arterial Road
20161310,Sydney - Sutherland,Sutherland,Major Cities of Australia,Arterial Road
20161196,Central West,Orange,Inner Regional Australia,Sub-arterial Road
20161001,Far West and Orana,Bogan,Remote Australia,National or State Highway
20166024,West and North West,King Island,Very Remote Australia,Arterial Road
20164046,Adelaide - South,Mitcham,Major Cities of Australia,National or State Highway
20161097,Sydney - South West,Fairfield,Major Cities of Australia,Local Road
20164001,Barossa - Yorke - Mid North,Port Pirie,Outer Regional Australia,Collector Road
20164064,South Australia - South East,Naracoorte Lucindale,Outer Regional Australia,National or State Highway
20161038,Mid North Coast,Mid-Coast,Inner Regional Australia,Arterial Road
20161183,Mid North Coast,Mid-Coast,Inner Regional Australia,Arterial Road
20168007,Australian Capital Territory,Unincorporated ACT,Major Cities of Australia,Local Road
20165035,Western Australia - Wheat Belt,Trayning,Remote Australia,Arterial Road
20165163,Perth - South West,Kwinana,Major Cities of Australia,Local Road
20161319,Hunter Valley exc Newcastle,Port Stephens,Major Cities of Australia,National or State Highway
20161180,Sydney - Parramatta,Cumberland,Major Cities of Australia,Arterial Road
20161011,Hunter Valley exc Newcastle,Singleton,Outer Regional Australia,National or State Highway
20161224,Mid North Coast,Kempsey,Inner Regional Australia,National or State Highway
20161276,Mid North Coast,Mid-Coast,Inner Regional Australia,National or State Highway
20161301,Capital Region,Bega Valley,Outer Regional Australia,Local Road
20167039,Darwin,Litchfield,Outer Regional Australia,Local Road
20161118,Southern Highlands and Shoalhaven,Wingecarribee,Inner Regional Australia,National or State Highway
20164030,Adelaide - South,Mitcham,Major Cities of Australia,Local Road
20161021,Sydney - Blacktown,Blacktown,Major Cities of Australia,Local Road
20167002,Northern Territory - Outback,Roper Gulf,Very Remote Australia,Sub-arterial Road
20165164,Perth - South East,Serpentine-Jarrahdale,Inner Regional Australia,Arterial Road
20161318,Mid North Coast,Port Macquarie-Hastings,Inner Regional Australia,National or State Highway
20165145,Western Australia - Wheat Belt,Gnowangerup,Remote Australia,Arterial Road
20165002,Western Australia - Wheat Belt,Chittering,Inner Regional Australia,National or State Highway
20164050,South Australia - Outback,Unincorporated SA,Remote Australia,Arterial Road
20165063,Western Australia - Outback (South),Coolgardie,Very Remote Australia,National or State Highway
20161062,Far West and Orana,Cobar,Very Remote Australia,National or State Highway
20161060,Southern Highlands and Shoalhaven,Wingecarribee,Inner Regional Australia,National or State Highway
20161134,Sydney - Blacktown,Blacktown,Major Cities of Australia,Local Road
20161002,Central West,Orange,Inner Regional Australia,Local Road
20166003,Launceston and North East,Launceston,Outer Regional Australia,Sub-arterial Road
20161334,Richmond - Tweed,Richmond Valley,Inner Regional Australia,Arterial Road
20161065,Newcastle and Lake Macquarie,Newcastle,Major Cities of Australia,National or State Highway
20165112,Bunbury,Augusta Margaret River,Inner Regional Australia,Local Road
20161049,Sydney - Inner South West,Bayside (NSW),Major Cities of Australia,Local Road
20161299,Sydney - Outer South West,Campbelltown (NSW),Major Cities of Australia,Arterial Road
20165139,Perth - North East,Swan,Major Cities of Australia,Arterial Road
20164069,Barossa - Yorke - Mid North,Barossa,Inner Regional Australia,Arterial Road
20164072,South Australia - Outback,Whyalla,Outer Regional Australia,Collector Road
20161133,Sydney - Northern Beaches,Northern Beaches,Major Cities of Australia,Arterial Road
20168010,Australian Capital Territory,Unincorporated ACT,Major Cities of Australia,Local Road
20165100,Western Australia - Wheat Belt,Victoria Plains,Outer Regional Australia,Arterial Road
20161342,Sydney - Parramatta,Fairfield,Major Cities of Australia,Arterial Road
20165141,Perth - North West,Wanneroo,Major Cities of Australia,Local Road
20161069,New England and North West,Tamworth,Inner Regional Australia,Local Road
20165091,Western Australia - Wheat Belt,Wagin,Outer Regional Australia,Arterial Road
20164061,Adelaide - South,Marion,Major Cities of Australia,Local Road
20161309,Coffs Harbour - Grafton,Clarence Valley,Inner Regional Australia,Sub-arterial Road
20166007,Hobart,Kingborough,Inner Regional Australia,National or State Highway
20161009,Central West,Parkes,Outer Regional Australia,Local Road
20161199,Sydney - Blacktown,Blacktown,Major Cities of Australia,Arterial Road
20166022,Hobart,Kingborough,Inner Regional Australia,National or State Highway
20161027,Sydney - Ryde,Ryde,Major Cities of Australia,Arterial Road
20161295,Capital Region,Hilltops,Inner Regional Australia,Arterial Road
20161093,New England and North West,Tamworth,Inner Regional Australia,Arterial Road
20165047,Perth - North East,Bayswater,Major Cities of Australia,Arterial Road
20164076,Adelaide - Central and Hills,Adelaide Hills,Major Cities of Australia,Sub-arterial Road
20161016,Hunter Valley exc Newcastle,Mid-Coast,Inner Regional Australia,Local Road
20161341,Newcastle and Lake Macquarie,Lake Macquarie,Major Cities of Australia,Collector Road
20161098,Southern Highlands and Shoalhaven,Wingecarribee,Inner Regional Australia,Arterial Road
20167021,Darwin,Darwin,Outer Regional Australia,Arterial Road
20161331,Riverina,Temora,Outer Regional Australia,Arterial Road
20161068,Sydney - Sutherland,Sutherland,Major Cities of Australia,Arterial Road
20161048,Far West and Orana,Narromine,Outer Regional Australia,National or State Highway
20161256,Southern Highlands and Shoalhaven,Wingecarribee,Inner Regional Australia,Arterial Road
20161263,New England and North West,Tamworth,Outer Regional Australia,National or State Highway
20161294,Richmond - Tweed,Lismore,Inner Regional Australia,Sub-arterial Road
20161175,Central Coast,Central Coast (NSW),Major Cities of Australia,Arterial Road
20161315,Central Coast,Central Coast (NSW),Major Cities of Australia,Local Road
20161107,Central West,Cowra,Outer Regional Australia,Arterial Road
20164068,Barossa - Yorke - Mid North,Port Pirie,Outer Regional Australia,National or State Highway
20165135,Western Australia - Outback (South),Ravensthorpe,Very Remote Australia,National or State Highway
20165129,Bunbury,Manjimup,Remote Australia,Arterial Road
20161187,Capital Region,Eurobodalla,Inner Regional Australia,Arterial Road
20161040,Riverina,Lockhart,Inner Regional Australia,Local Road
20161174,Central West,Bathurst,Inner Regional Australia,Arterial Road
20161333,Newcastle and Lake Macquarie,Newcastle,Major Cities of Australia,Arterial Road
20161103,Coffs Harbour - Grafton,Coffs Harbour,Inner Regional Australia,National or State Highway
20161150,Far West and Orana,Unincorporated NSW,Remote Australia,National or State Highway
20161139,Murray,Greater Hume,Outer Regional Australia,Local Road
20166033,West and North West,Kentish,Outer Regional Australia,Collector Road
20161120,Sydney - Parramatta,Cumberland,Major Cities of Australia,Local Road
20166031,South East,Southern Midlands,Outer Regional Australia,National or State Highway
20166015,West and North West,Latrobe (Tas.),Outer Regional Australia,Arterial Road
20161189,Sydney - Ryde,Parramatta,Major Cities of Australia,Arterial Road
20166026,Hobart,Kingborough,Inner Regional Australia,National or State Highway
20167030,Darwin,Darwin,Outer Regional Australia,Arterial Road
20161298,Sydney - Northern Beaches,Northern Beaches,Major Cities of Australia,Local Road
20161006,Sydney - South West,Fairfield,Major Cities of Australia,National or State Highway
20164002,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Outer Regional Australia,Arterial Road
20161182,Murray,Hay,Remote Australia,National or State Highway
20164032,South Australia - South East,Murray Bridge,Inner Regional Australia,Sub-arterial Road
20164036,South Australia - South East,Berri Barmera,Outer Regional Australia,National or State Highway
20167026,Northern Territory - Outback,Roper Gulf,Very Remote Australia,Sub-arterial Road
20161332,Far West and Orana,Dubbo,Outer Regional Australia,National or State Highway
20161083,Sydney - Inner West,Inner West,Major Cities of Australia,Arterial Road
20161287,Far West and Orana,Dubbo,Inner Regional Australia,National or State Highway
20161321,Newcastle and Lake Macquarie,Lake Macquarie,Major Cities of Australia,Sub-arterial Road
20161237,Sydney - Parramatta,Cumberland,Major Cities of Australia,Collector Road
20161073,Sydney - South West,Fairfield,Major Cities of Australia,Local Road
20161126,Coffs Harbour - Grafton,Clarence Valley,Outer Regional Australia,Arterial Road
20167003,Darwin,Unincorporated NT,Outer Regional Australia,Arterial Road
20165006,Western Australia - Wheat Belt,Boddington,Inner Regional Australia,Arterial Road
20161154,New England and North West,Glen Innes Severn,Outer Regional Australia,Local Road
20164058,South Australia - Outback,Unincorporated SA,Very Remote Australia,National or State Highway
20161260,Newcastle and Lake Macquarie,Lake Macquarie,Major Cities of Australia,Arterial Road
20161327,Mid North Coast,Nambucca Valley,Inner Regional Australia,Local Road
20165021,Western Australia - Wheat Belt,Gingin,Inner Regional Australia,Arterial Road
20161337,Mid North Coast,Port Macquarie-Hastings,Inner Regional Australia,National or State Highway
20161127,Capital Region,Snowy Monaro,Inner Regional Australia,Sub-arterial Road
20161313,Hunter Valley exc Newcastle,Muswellbrook,Outer Regional Australia,National or State Highway
20167004,Northern Territory - Outback,Victoria Daly,Very Remote Australia,Arterial Road
20165116,Western Australia - Wheat Belt,Gnowangerup,Remote Australia,Arterial Road
20165142,Perth - North East,Swan,Inner Regional Australia,Local Road
20161348,Mid North Coast,Port Macquarie-Hastings,Inner Regional Australia,Local Road
20161274,New England and North West,Glen Innes Severn,Outer Regional Australia,Sub-arterial Road
20161220,Capital Region,Goulburn Mulwaree,Inner Regional Australia,National or State Highway
20164055,Barossa - Yorke - Mid North,Barossa,Inner Regional Australia,Arterial Road
20165161,Western Australia - Wheat Belt,Quairading,Outer Regional Australia,Local Road
20161345,Sydney - Outer South West,Campbelltown (NSW),Major Cities of Australia,Arterial Road
20161306,Sydney - Parramatta,The Hills,Major Cities of Australia,National or State Highway
20167029,Northern Territory - Outback,Victoria Daly,Remote Australia,National or State Highway
20164009,Adelaide - North,Salisbury,Major Cities of Australia,National or State Highway
20164019,Barossa - Yorke - Mid North,Wakefield,Inner Regional Australia,Sub-arterial Road
20161105,Southern Highlands and Shoalhaven,Wingecarribee,Inner Regional Australia,Local Road
20165153,Western Australia - Outback (South),Coolgardie,Very Remote Australia,National or State Highway
20166010,Launceston and North East,Northern Midlands,Outer Regional Australia,Arterial Road
20165137,Bunbury,Waroona,Inner Regional Australia,Local Road
20161104,Riverina,Snowy Valleys,Inner Regional Australia,Local Road
20161078,New England and North West,Inverell,Outer Regional Australia,Local Road
20164040,South Australia - Outback,Port Augusta,Outer Regional Australia,National or State Highway
20165059,Western Australia - Wheat Belt,Bruce Rock,Remote Australia,Arterial Road
20161241,Hunter Valley exc Newcastle,Cessnock,Inner Regional Australia,Sub-arterial Road
20161008,Sydney - Outer West and Blue Mountains,Penrith,Major Cities of Australia,Arterial Road
20165020,Western Australia - Wheat Belt,Northam,Inner Regional Australia,Arterial Road
20161311,Mid North Coast,Mid-Coast,Inner Regional Australia,Arterial Road
20165015,Western Australia - Wheat Belt,Kondinin,Remote Australia,National or State Highway
20166018,Hobart,Glenorchy,Inner Regional Australia,Local Road
20166014,Launceston and North East,Meander Valley,Inner Regional Australia,National or State Highway
20161036,Capital Region,Goulburn Mulwaree,Inner Regional Australia,National or State Highway
20161165,Hunter Valley exc Newcastle,Singleton,Inner Regional Australia,National or State Highway
20165044,Perth - North West,Wanneroo,Inner Regional Australia,Arterial Road
20161282,Murray,Edward River,Outer Regional Australia,National or State Highway
20165093,Perth - South East,Armadale,Major Cities of Australia,Local Road
20161201,New England and North West,Tamworth,Inner Regional Australia,Arterial Road
20164024,Adelaide - North,Salisbury,Major Cities of Australia,Sub-arterial Road
20161022,Far West and Orana,Dubbo,Outer Regional Australia,Sub-arterial Road
20166017,Launceston and North East,West Tamar,Outer Regional Australia,National or State Highway
20161259,Coffs Harbour - Grafton,Coffs Harbour,Inner Regional Australia,Collector Road
20164027,Barossa - Yorke - Mid North,Port Pirie,Outer Regional Australia,Arterial Road
